User-ID,Age
243,Unknown
244,Unknown
245,31.0
246,16.0
247,23.0
248,15.0
249,29.0
250,25.0
251,54.0
252,65.0
253,28.0
254,24.0
255,32.0
256,Unknown
257,Unknown
258,Unknown
259,45.0
260,51.0
261,45.0
262,28.0
263,Unknown
264,23.0
265,24.0
266,Unknown
267,29.0
268,Unknown
269,Unknown
270,Unknown
271,22.0
272,20.0
273,Unknown
274,26.0
275,Unknown
276,Unknown
277,15.0
278,21.0
279,Unknown
280,Unknown
281,31.0
282,Unknown
283,Unknown
284,35.0
285,Unknown
286,17.0
287,Unknown
288,19.0
289,15.0
290,Unknown
291,Unknown
292,22.0
293,25.0
294,Unknown
295,28.0
296,21.0
297,27.0
298,Unknown
299,42.0
300,Unknown
301,32.0
302,53.0
303,Unknown
304,24.0
305,Unknown
306,Unknown
307,27.0
308,53.0
309,30.0
310,26.0
311,34.0
312,Unknown
313,Unknown
314,28.0
315,Unknown
316,23.0
317,41.0
318,Unknown
319,32.0
320,37.0
321,24.0
322,Unknown
323,23.0
324,Unknown
325,Unknown
326,Unknown
327,Unknown
328,33.0
329,21.0
330,Unknown
331,60.0
332,59.0
333,23.0
334,27.0
335,27.0
336,27.0
337,17.0
338,Unknown
339,20.0
340,15.0
341,50.0
342,28.0
343,Unknown
344,25.0
345,27.0
346,29.0
347,34.0
348,Unknown
349,Unknown
350,Unknown
351,Unknown
352,28.0
353,41.0
354,Unknown
355,Unknown
356,Unknown
357,29.0
358,Unknown
359,Unknown
360,33.0
361,25.0
362,63.0
363,Unknown
364,Unknown
365,Unknown
366,Unknown
367,45.0
368,35.0
369,Unknown
370,Unknown
371,Unknown
372,22.0
373,Unknown
374,45.0
375,28.0
376,35.0
377,Unknown
378,57.0
379,47.0
380,Unknown
381,Unknown
382,Unknown
383,Unknown
384,23.0
385,Unknown
386,20.0
387,17.0
388,35.0
389,22.0
390,48.0
391,Unknown
392,44.0
393,24.0
394,25.0
395,24.0
396,Unknown
397,50.0
398,Unknown
399,41.0
400,Unknown
401,28.0
402,19.0
403,Unknown
404,37.0
405,Unknown
406,37.0
407,Unknown
408,17.0
409,50.0
410,40.0
411,27.0
412,Unknown
413,17.0
414,34.0
415,Unknown
416,31.0
417,Unknown
418,Unknown
419,14.0
420,14.0
421,47.0
422,23.0
423,Unknown
424,29.0
425,32.0
426,Unknown
427,Unknown
428,Unknown
429,25.0
430,Unknown
431,40.0
432,Unknown
433,48.0
434,Unknown
435,Unknown
436,53.0
437,Unknown
438,34.0
439,Unknown
440,16.0
441,Unknown
442,24.0
443,47.0
444,40.0
445,Unknown
446,Unknown
447,Unknown
448,22.0
449,Unknown
450,31.0
451,33.0
452,Unknown
453,Unknown
454,50.0
455,54.0
456,31.0
457,62.0
458,17.0
459,37.0
460,Unknown
461,15.0
462,18.0
463,20.0
464,24.0
465,Unknown
466,Unknown
467,Unknown
468,Unknown
469,18.0
470,0.0
471,31.0
472,Unknown
473,25.0
474,Unknown
475,34.0
476,Unknown
477,45.0
478,13.0
479,Unknown
480,62.0
481,Unknown
482,46.0
483,72.0
484,17.0
485,51.0
486,31.0
487,Unknown
488,25.0
489,Unknown
490,Unknown
491,26.0
492,60.0
493,29.0
494,Unknown
495,Unknown
496,51.0
497,51.0
498,29.0
499,62.0
500,17.0
501,Unknown
502,47.0
503,40.0
504,29.0
505,51.0
506,Unknown
507,Unknown
508,29.0
509,Unknown
510,Unknown
511,Unknown
512,58.0
513,Unknown
514,30.0
515,24.0
516,Unknown
517,22.0
518,Unknown
519,23.0
520,Unknown
521,Unknown
522,Unknown
523,19.0
524,37.0
525,29.0
526,35.0
527,22.0
528,16.0
529,28.0
530,47.0
531,56.0
532,53.0
533,31.0
534,59.0
535,Unknown
536,20.0
537,Unknown
538,26.0
539,Unknown
540,67.0
541,45.0
542,Unknown
543,27.0
544,Unknown
545,Unknown
546,51.0
547,Unknown
548,Unknown
549,Unknown
550,Unknown
551,19.0
552,Unknown
553,16.0
554,Unknown
555,36.0
556,31.0
557,49.0
558,Unknown
559,Unknown
560,Unknown
561,35.0
562,0.0
563,Unknown
564,15.0
565,48.0
566,Unknown
567,Unknown
568,Unknown
569,28.0
570,Unknown
571,23.0
572,23.0
573,31.0
574,33.0
575,23.0
576,35.0
577,Unknown
578,Unknown
579,29.0
580,22.0
581,45.0
582,56.0
583,19.0
584,23.0
585,Unknown
586,26.0
587,Unknown
588,60.0
589,Unknown
590,Unknown
591,42.0
592,Unknown
593,28.0
594,Unknown
595,17.0
596,49.0
597,43.0
598,34.0
599,36.0
600,20.0
601,Unknown
602,23.0
603,Unknown
604,42.0
605,Unknown
606,Unknown
607,31.0
608,30.0
609,34.0
610,19.0
611,24.0
612,20.0
613,1.0
614,28.0
615,29.0
616,34.0
617,54.0
618,Unknown
619,Unknown
620,45.0
621,48.0
622,23.0
623,Unknown
624,Unknown
625,41.0
626,41.0
627,Unknown
628,Unknown
629,44.0
630,33.0
631,Unknown
632,15.0
633,Unknown
634,50.0
635,24.0
636,Unknown
637,20.0
638,20.0
639,Unknown
640,Unknown
641,Unknown
642,37.0
643,23.0
644,Unknown
645,Unknown
646,21.0
647,35.0
648,Unknown
649,Unknown
650,Unknown
651,26.0
652,Unknown
653,Unknown
654,30.0
655,58.0
656,Unknown
657,Unknown
658,61.0
659,Unknown
660,Unknown
661,22.0
662,21.0
663,49.0
664,26.0
665,Unknown
666,Unknown
667,Unknown
668,27.0
669,24.0
670,Unknown
671,1.0
672,Unknown
673,23.0
674,Unknown
675,Unknown
676,31.0
677,27.0
678,Unknown
679,65.0
680,28.0
681,20.0
682,44.0
683,28.0
684,44.0
685,21.0
686,Unknown
687,35.0
688,14.0
689,22.0
690,80.0
691,25.0
692,44.0
693,58.0
694,Unknown
695,Unknown
696,13.0
697,Unknown
698,Unknown
699,Unknown
700,16.0
701,31.0
702,53.0
703,52.0
704,Unknown
705,Unknown
706,Unknown
707,Unknown
708,Unknown
709,14.0
710,42.0
711,27.0
712,29.0
713,49.0
714,Unknown
715,Unknown
716,34.0
717,Unknown
718,30.0
719,52.0
720,16.0
721,Unknown
722,66.0
723,Unknown
724,Unknown
725,24.0
726,31.0
727,40.0
728,Unknown
729,Unknown
730,69.0
731,Unknown
732,Unknown
733,53.0
734,Unknown
735,29.0
736,34.0
737,Unknown
738,Unknown
739,55.0
740,Unknown
741,16.0
742,Unknown
743,Unknown
744,48.0
745,25.0
746,36.0
747,Unknown
748,14.0
749,Unknown
750,36.0
751,41.0
752,Unknown
753,Unknown
754,33.0
755,24.0
756,Unknown
757,29.0
758,Unknown
759,Unknown
760,Unknown
761,30.0
762,23.0
763,Unknown
764,28.0
765,Unknown
766,52.0
767,43.0
768,Unknown
769,Unknown
770,Unknown
771,38.0
772,27.0
773,52.0
774,16.0
775,28.0
776,23.0
777,13.0
778,Unknown
779,Unknown
780,Unknown
781,20.0
782,57.0
783,Unknown
784,39.0
785,Unknown
786,48.0
787,Unknown
788,Unknown
789,15.0
790,Unknown
791,Unknown
792,44.0
793,Unknown
794,47.0
795,Unknown
796,Unknown
797,Unknown
798,Unknown
799,Unknown
800,Unknown
801,51.0
802,33.0
803,41.0
804,38.0
805,34.0
806,Unknown
807,32.0
808,Unknown
809,36.0
810,Unknown
811,34.0
812,17.0
813,42.0
814,Unknown
815,Unknown
816,32.0
817,41.0
818,Unknown
819,Unknown
820,38.0
821,33.0
822,25.0
823,36.0
824,15.0
825,38.0
826,65.0
827,Unknown
828,35.0
829,23.0
830,57.0
831,21.0
832,Unknown
833,Unknown
834,17.0
835,35.0
836,Unknown
837,26.0
838,71.0
839,40.0
840,21.0
841,Unknown
842,42.0
843,25.0
844,Unknown
845,25.0
846,55.0
847,23.0
848,Unknown
849,Unknown
850,22.0
851,Unknown
852,27.0
853,24.0
854,22.0
855,54.0
856,29.0
857,25.0
858,46.0
859,Unknown
860,26.0
861,Unknown
862,56.0
863,73.0
864,Unknown
865,Unknown
866,23.0
867,27.0
868,27.0
869,30.0
870,19.0
871,19.0
872,22.0
873,Unknown
874,Unknown
875,32.0
876,33.0
877,Unknown
878,Unknown
879,Unknown
880,Unknown
881,24.0
882,23.0
883,43.0
884,Unknown
885,Unknown
886,Unknown
887,30.0
888,Unknown
889,46.0
890,Unknown
891,Unknown
892,Unknown
893,19.0
894,22.0
895,40.0
896,27.0
897,14.0
898,Unknown
899,23.0
900,25.0
901,21.0
902,18.0
903,19.0
904,Unknown
905,Unknown
906,Unknown
907,31.0
908,Unknown
909,19.0
910,25.0
911,40.0
912,33.0
913,44.0
914,51.0
915,50.0
916,38.0
917,Unknown
918,52.0
919,65.0
920,28.0
921,Unknown
922,20.0
923,21.0
924,29.0
925,Unknown
926,29.0
927,16.0
928,60.0
929,36.0
930,30.0
931,43.0
932,1.0
933,29.0
934,Unknown
935,21.0
936,24.0
937,31.0
938,55.0
939,21.0
940,Unknown
941,Unknown
942,29.0
943,24.0
944,26.0
945,23.0
946,23.0
947,Unknown
948,Unknown
949,Unknown
950,Unknown
951,Unknown
952,Unknown
953,22.0
954,Unknown
955,Unknown
956,Unknown
957,Unknown
958,78.0
959,Unknown
960,Unknown
961,Unknown
962,Unknown
963,Unknown
964,Unknown
965,24.0
966,22.0
967,31.0
968,25.0
969,13.0
970,15.0
971,22.0
972,Unknown
973,Unknown
974,36.0
975,34.0
976,28.0
977,Unknown
978,33.0
979,36.0
980,23.0
981,Unknown
982,41.0
983,Unknown
984,Unknown
985,23.0
986,Unknown
987,Unknown
988,Unknown
989,33.0
990,Unknown
991,62.0
992,33.0
993,Unknown
994,Unknown
995,34.0
996,Unknown
997,Unknown
998,Unknown
999,21.0
1000,34.0
1001,19.0
1002,25.0
1003,Unknown
1004,Unknown
1005,67.0
1006,59.0
1007,16.0
1008,Unknown
1009,56.0
1010,26.0
1011,52.0
1012,Unknown
1013,23.0
1014,Unknown
1015,18.0
1016,Unknown
1017,35.0
1018,Unknown
1019,Unknown
1020,Unknown
1021,Unknown
1022,Unknown
1023,Unknown
1024,Unknown
1025,33.0
1026,Unknown
1027,18.0
1028,57.0
1029,57.0
1030,29.0
1031,52.0
1032,Unknown
1033,Unknown
1034,18.0
1035,26.0
1036,25.0
1037,18.0
1038,26.0
1039,38.0
1040,Unknown
1041,Unknown
1042,40.0
1043,Unknown
1044,34.0
1045,47.0
1046,Unknown
1047,Unknown
1048,22.0
1049,34.0
1050,Unknown
1051,17.0
1052,31.0
1053,20.0
1054,37.0
1055,30.0
1056,35.0
1057,19.0
1058,23.0
1059,47.0
1060,38.0
1061,Unknown
1062,16.0
1063,19.0
1064,45.0
1065,Unknown
1066,59.0
1067,37.0
1068,18.0
1069,Unknown
1070,Unknown
1071,22.0
1072,47.0
1073,31.0
1074,Unknown
1075,49.0
1076,20.0
1077,Unknown
1078,28.0
1079,Unknown
1080,35.0
1081,31.0
1082,36.0
1083,Unknown
1084,Unknown
1085,Unknown
1086,Unknown
1087,46.0
1088,17.0
1089,22.0
1090,49.0
1091,25.0
1092,Unknown
1093,Unknown
1094,18.0
1095,Unknown
1096,18.0
1097,Unknown
1098,Unknown
1099,32.0
1100,24.0
1101,Unknown
1102,28.0
1103,Unknown
1104,38.0
1105,57.0
1106,41.0
1107,Unknown
1108,Unknown
1109,18.0
1110,31.0
1111,Unknown
1112,Unknown
1113,22.0
1114,59.0
1115,Unknown
1116,29.0
1117,61.0
1118,Unknown
1119,Unknown
1120,Unknown
1121,Unknown
1122,21.0
1123,23.0
1124,Unknown
1125,18.0
1126,22.0
1127,Unknown
1128,61.0
1129,53.0
1130,26.0
1131,22.0
1132,Unknown
1133,46.0
1134,Unknown
1135,Unknown
1136,21.0
1137,25.0
1138,Unknown
1139,33.0
1140,19.0
1141,26.0
1142,25.0
1143,45.0
1144,21.0
1145,Unknown
1146,55.0
1147,Unknown
1148,79.0
1149,1.0
1150,25.0
1151,22.0
1152,Unknown
1153,26.0
1154,Unknown
1155,22.0
1156,Unknown
1157,34.0
1158,Unknown
1159,25.0
1160,18.0
1161,Unknown
1162,31.0
1163,32.0
1164,35.0
1165,Unknown
1166,22.0
1167,25.0
1168,20.0
1169,27.0
1170,17.0
1171,32.0
1172,26.0
1173,22.0
1174,32.0
1175,27.0
1176,29.0
1177,Unknown
1178,9.0
1179,28.0
1180,23.0
1181,38.0
1182,23.0
1183,49.0
1184,38.0
1185,Unknown
1186,24.0
1187,23.0
1188,29.0
1189,39.0
1190,24.0
1191,34.0
1192,27.0
1193,28.0
1194,Unknown
1195,Unknown
1196,28.0
1197,40.0
1198,35.0
1199,28.0
1200,Unknown
1201,22.0
1202,43.0
1203,21.0
1204,Unknown
1205,32.0
1206,Unknown
1207,Unknown
1208,Unknown
1209,33.0
1210,Unknown
1211,22.0
1212,24.0
1213,19.0
1214,30.0
1215,17.0
1216,24.0
1217,Unknown
1218,27.0
1219,17.0
1220,Unknown
1221,34.0
1222,Unknown
1223,Unknown
1224,Unknown
1225,22.0
1226,14.0
1227,16.0
1228,Unknown
1229,Unknown
1230,34.0
1231,13.0
1232,50.0
1233,27.0
1234,25.0
1235,Unknown
1236,25.0
1237,21.0
1238,42.0
1239,37.0
1240,36.0
1241,Unknown
1242,25.0
1243,34.0
1244,55.0
1245,Unknown
1246,36.0
1247,Unknown
1248,Unknown
1249,Unknown
1250,44.0
1251,Unknown
1252,Unknown
1253,22.0
1254,26.0
1255,23.0
1256,Unknown
1257,Unknown
1258,18.0
1259,29.0
1260,17.0
1261,46.0
1262,39.0
1263,23.0
1264,Unknown
1265,Unknown
1266,19.0
1267,Unknown
1268,Unknown
1269,42.0
1270,33.0
1271,64.0
1272,Unknown
1273,27.0
1274,Unknown
1275,Unknown
1276,Unknown
1277,Unknown
1278,Unknown
1279,Unknown
1280,34.0
1281,32.0
1282,32.0
1283,26.0
1284,44.0
1285,28.0
1286,Unknown
1287,32.0
1288,35.0
1289,103.0
1290,26.0
1291,34.0
1292,Unknown
1293,Unknown
1294,Unknown
1295,Unknown
1296,Unknown
1297,30.0
1298,20.0
1299,Unknown
1300,37.0
1301,18.0
1302,Unknown
1303,56.0
1304,47.0
1305,17.0
1306,41.0
1307,Unknown
1308,Unknown
1309,28.0
1310,Unknown
1311,Unknown
1312,23.0
1313,30.0
1314,48.0
1315,Unknown
1316,18.0
1317,63.0
1318,33.0
1319,Unknown
1320,36.0
1321,24.0
1322,21.0
1323,104.0
1324,Unknown
1325,Unknown
1326,37.0
1327,Unknown
1328,24.0
1329,26.0
1330,Unknown
1331,32.0
1332,Unknown
1333,36.0
1334,32.0
1335,Unknown
1336,42.0
1337,28.0
1338,37.0
1339,14.0
1340,21.0
1341,Unknown
1342,Unknown
1343,33.0
1344,Unknown
1345,Unknown
1346,25.0
1347,Unknown
1348,43.0
1349,Unknown
1350,Unknown
1351,Unknown
1352,35.0
1353,Unknown
1354,39.0
1355,71.0
1356,16.0
1357,56.0
1358,Unknown
1359,14.0
1360,36.0
1361,Unknown
1362,37.0
1363,Unknown
1364,16.0
1365,16.0
1366,Unknown
1367,23.0
1368,22.0
1369,Unknown
1370,26.0
1371,36.0
1372,34.0
1373,Unknown
1374,27.0
1375,59.0
1376,Unknown
1377,20.0
1378,37.0
1379,Unknown
1380,59.0
1381,Unknown
1382,33.0
1383,32.0
1384,12.0
1385,Unknown
1386,Unknown
1387,28.0
1388,29.0
1389,22.0
1390,36.0
1391,Unknown
1392,42.0
1393,35.0
1394,28.0
1395,Unknown
1396,35.0
1397,36.0
1398,Unknown
1399,41.0
1400,39.0
1401,53.0
1402,Unknown
1403,26.0
1404,28.0
1405,53.0
1406,Unknown
1407,28.0
1408,35.0
1409,74.0
1410,22.0
1411,74.0
1412,47.0
1413,69.0
1414,27.0
1415,47.0
1416,25.0
1417,Unknown
1418,45.0
1419,51.0
1420,Unknown
1421,55.0
1422,23.0
1423,39.0
1424,Unknown
1425,41.0
1426,Unknown
1427,22.0
1428,Unknown
1429,71.0
1430,15.0
1431,Unknown
1432,Unknown
1433,54.0
1434,Unknown
1435,36.0
1436,Unknown
1437,21.0
1438,27.0
1439,Unknown
1440,Unknown
1441,34.0
1442,36.0
1443,30.0
1444,26.0
1445,Unknown
1446,23.0
1447,31.0
1448,61.0
1449,Unknown
1450,24.0
1451,22.0
1452,Unknown
1453,Unknown
1454,21.0
1455,Unknown
1456,45.0
1457,21.0
1458,15.0
1459,Unknown
1460,Unknown
1461,0.0
1462,15.0
1463,Unknown
1464,59.0
1465,15.0
1466,28.0
1467,Unknown
1468,20.0
1469,59.0
1470,Unknown
1471,Unknown
1472,Unknown
1473,Unknown
1474,Unknown
1475,Unknown
1476,33.0
1477,Unknown
1478,25.0
1479,30.0
1480,Unknown
1481,22.0
1482,43.0
1483,33.0
1484,28.0
1485,30.0
1486,75.0
1487,23.0
1488,Unknown
1489,20.0
1490,Unknown
1491,22.0
1492,31.0
1493,Unknown
1494,25.0
1495,53.0
1496,31.0
1497,20.0
1498,Unknown
1499,Unknown
1500,Unknown
1501,35.0
1502,Unknown
1503,Unknown
1504,Unknown
1505,25.0
1506,21.0
1507,26.0
1508,Unknown
1509,48.0
1510,Unknown
1511,25.0
1512,Unknown
1513,40.0
1514,Unknown
1515,27.0
1516,31.0
1517,32.0
1518,Unknown
1519,61.0
1520,Unknown
1521,Unknown
1522,46.0
1523,Unknown
1524,Unknown
1525,29.0
1526,Unknown
1527,27.0
1528,22.0
1529,Unknown
1530,26.0
1531,42.0
1532,34.0
1533,Unknown
1534,Unknown
1535,69.0
1536,30.0
1537,26.0
1538,29.0
1539,Unknown
1540,Unknown
1541,25.0
1542,Unknown
1543,Unknown
1544,31.0
1545,21.0
1546,40.0
1547,Unknown
1548,28.0
1549,60.0
1550,Unknown
1551,29.0
1552,32.0
1553,23.0
1554,29.0
1555,Unknown
1556,Unknown
1557,32.0
1558,61.0
1559,Unknown
1560,22.0
1561,Unknown
1562,Unknown
1563,Unknown
1564,Unknown
1565,1.0
1566,Unknown
1567,57.0
1568,37.0
1569,Unknown
1570,28.0
1571,32.0
1572,26.0
1573,Unknown
1574,Unknown
1575,Unknown
1576,24.0
1577,58.0
1578,23.0
1579,231.0
1580,16.0
1581,Unknown
1582,48.0
1583,48.0
1584,Unknown
1585,29.0
1586,14.0
1587,19.0
1588,Unknown
1589,50.0
1590,15.0
1591,24.0
1592,50.0
1593,59.0
1594,Unknown
1595,Unknown
1596,51.0
1597,23.0
1598,Unknown
1599,Unknown
1600,43.0
1601,Unknown
1602,Unknown
1603,Unknown
1604,24.0
1605,Unknown
1606,63.0
1607,29.0
1608,27.0
1609,30.0
1610,Unknown
1611,Unknown
1612,24.0
1613,41.0
1614,Unknown
1615,30.0
1616,Unknown
1617,24.0
1618,21.0
1619,Unknown
1620,Unknown
1621,30.0
1622,Unknown
1623,41.0
1624,Unknown
1625,59.0
1626,36.0
1627,28.0
1628,20.0
1629,18.0
1630,27.0
1631,Unknown
1632,Unknown
1633,29.0
1634,33.0
1635,27.0
1636,34.0
1637,24.0
1638,18.0
1639,Unknown
1640,33.0
1641,22.0
1642,25.0
1643,24.0
1644,22.0
1645,22.0
1646,19.0
1647,Unknown
1648,67.0
1649,41.0
1650,Unknown
1651,36.0
1652,Unknown
1653,17.0
1654,Unknown
1655,48.0
1656,29.0
1657,59.0
1658,Unknown
1659,41.0
1660,Unknown
1661,60.0
1662,25.0
1663,Unknown
1664,14.0
1665,Unknown
1666,20.0
1667,Unknown
1668,Unknown
1669,51.0
1670,47.0
1671,20.0
1672,18.0
1673,23.0
1674,26.0
1675,Unknown
1676,Unknown
1677,14.0
1678,21.0
1679,Unknown
1680,35.0
1681,47.0
1682,Unknown
1683,46.0
1684,Unknown
1685,38.0
1686,1.0
1687,47.0
1688,53.0
1689,Unknown
1690,Unknown
1691,50.0
1692,Unknown
1693,45.0
1694,26.0
1695,69.0
1696,34.0
1697,Unknown
1698,21.0
1699,Unknown
1700,25.0
1701,Unknown
1702,45.0
1703,19.0
1704,21.0
1705,32.0
1706,26.0
1707,21.0
1708,Unknown
1709,57.0
1710,47.0
1711,Unknown
1712,Unknown
1713,24.0
1714,24.0
1715,49.0
1716,Unknown
1717,36.0
1718,28.0
1719,Unknown
1720,Unknown
1721,21.0
1722,Unknown
1723,40.0
1724,25.0
1725,25.0
1726,Unknown
1727,Unknown
1728,Unknown
1729,55.0
1730,33.0
1731,15.0
1732,32.0
1733,30.0
1734,22.0
1735,18.0
1736,26.0
1737,31.0
1738,29.0
1739,Unknown
1740,28.0
1741,17.0
1742,51.0
1743,17.0
1744,Unknown
1745,Unknown
1746,Unknown
1747,26.0
1748,Unknown
1749,Unknown
1750,43.0
1751,Unknown
1752,22.0
1753,Unknown
1754,29.0
1755,24.0
1756,21.0
1757,16.0
1758,50.0
1759,29.0
1760,39.0
1761,Unknown
1762,Unknown
1763,25.0
1764,Unknown
1765,37.0
1766,Unknown
1767,Unknown
1768,25.0
1769,Unknown
1770,34.0
1771,38.0
1772,33.0
1773,16.0
1774,26.0
1775,14.0
1776,Unknown
1777,19.0
1778,25.0
1779,33.0
1780,48.0
1781,32.0
1782,Unknown
1783,Unknown
1784,23.0
1785,26.0
1786,21.0
1787,Unknown
1788,39.0
1789,36.0
1790,25.0
1791,Unknown
1792,Unknown
1793,26.0
1794,35.0
1795,Unknown
1796,Unknown
1797,Unknown
1798,23.0
1799,Unknown
1800,Unknown
1801,52.0
1802,43.0
1803,48.0
1804,53.0
1805,Unknown
1806,44.0
1807,Unknown
1808,23.0
1809,33.0
1810,24.0
1811,56.0
1812,24.0
1813,Unknown
1814,Unknown
1815,30.0
1816,18.0
1817,Unknown
1818,47.0
1819,13.0
1820,16.0
1821,Unknown
1822,22.0
1823,25.0
1824,18.0
1825,34.0
1826,23.0
1827,Unknown
1828,25.0
1829,Unknown
1830,Unknown
1831,25.0
1832,Unknown
1833,42.0
1834,24.0
1835,Unknown
1836,Unknown
1837,44.0
1838,Unknown
1839,Unknown
1840,21.0
1841,Unknown
1842,25.0
1843,32.0
1844,36.0
1845,34.0
1846,25.0
1847,Unknown
1848,22.0
1849,27.0
1850,3.0
1851,9.0
1852,Unknown
1853,57.0
1854,Unknown
1855,Unknown
1856,29.0
1857,39.0
1858,Unknown
1859,Unknown
1860,43.0
1861,Unknown
1862,Unknown
1863,43.0
1864,Unknown
1865,52.0
1866,Unknown
1867,Unknown
1868,Unknown
1869,21.0
1870,60.0
1871,Unknown
1872,Unknown
1873,Unknown
1874,36.0
1875,50.0
1876,Unknown
1877,47.0
1878,Unknown
1879,Unknown
1880,36.0
1881,31.0
1882,Unknown
1883,20.0
1884,30.0
1885,27.0
1886,Unknown
1887,14.0
1888,Unknown
1889,46.0
1890,24.0
1891,Unknown
1892,47.0
1893,31.0
1894,53.0
1895,Unknown
1896,Unknown
1897,58.0
1898,47.0
1899,35.0
1900,51.0
1901,Unknown
1902,Unknown
1903,36.0
1904,Unknown
1905,Unknown
1906,24.0
1907,32.0
1908,33.0
1909,Unknown
1910,0.0
1911,52.0
1912,35.0
1913,Unknown
1914,27.0
1915,Unknown
1916,17.0
1917,33.0
1918,23.0
1919,Unknown
1920,27.0
1921,Unknown
1922,Unknown
1923,Unknown
1924,Unknown
1925,42.0
1926,31.0
1927,20.0
1928,17.0
1929,43.0
1930,22.0
1931,40.0
1932,34.0
1933,Unknown
1934,18.0
1935,23.0
1936,24.0
1937,42.0
1938,Unknown
1939,29.0
1940,34.0
1941,47.0
1942,Unknown
1943,61.0
1944,25.0
1945,54.0
1946,23.0
1947,Unknown
1948,34.0
1949,Unknown
1950,29.0
1951,28.0
1952,23.0
1953,22.0
1954,36.0
1955,3.0
1956,Unknown
1957,41.0
1958,23.0
1959,20.0
1960,57.0
1961,17.0
1962,Unknown
1963,24.0
1964,Unknown
1965,31.0
1966,Unknown
1967,19.0
1968,31.0
1969,25.0
1970,47.0
1971,25.0
1972,20.0
1973,Unknown
1974,42.0
1975,Unknown
1976,41.0
1977,24.0
1978,Unknown
1979,28.0
1980,Unknown
1981,Unknown
1982,Unknown
1983,26.0
1984,Unknown
1985,39.0
1986,19.0
1987,13.0
1988,Unknown
1989,27.0
1990,32.0
1991,31.0
1992,Unknown
1993,37.0
1994,Unknown
1995,59.0
1996,34.0
1997,16.0
1998,Unknown
1999,26.0
2000,19.0
2001,24.0
2002,Unknown
2003,21.0
2004,Unknown
2005,30.0
2006,Unknown
2007,53.0
2008,Unknown
2009,31.0
2010,Unknown
2011,28.0
2012,34.0
2013,31.0
2014,36.0
2015,Unknown
2016,Unknown
2017,Unknown
2018,21.0
2019,29.0
2020,42.0
2021,Unknown
2022,50.0
2023,Unknown
2024,34.0
2025,27.0
2026,46.0
2027,Unknown
